year,month,CPI,temperature,all sectors,commercial,industrial,date,month_sin,month_cos
2005,8,0.16052574064165093,0.9242520687460218,0.7886019616032722,0.7946094106898127,0.8386391464054572,2005-08-01,0.06698729810778076,0.24999999999999975
2005,9,0.1786131480378932,0.8005516656057714,0.5608932352051619,0.6499040657834629,0.6952072765436417,2005-09-01,0.0,0.4999999999999999
2005,10,0.1816277159372668,0.5461489497135583,0.32111531980470365,0.5029328460484239,0.6339863564806714,2005-10-01,0.0669872981077807,0.75
2005,11,0.16956944433977195,0.3261192446424782,0.1551927757694469,0.3261397898583829,0.5314850446038131,2005-11-01,0.24999999999999975,0.9330127018922192
2005,12,0.16354030854102453,0.06492679821769576,0.3910892515086488,0.4126084970306077,0.5079587196081858,2005-12-01,0.4999999999999999,1.0
2006,1,0.17484493816367608,0.19711436452365794,0.37325191191508345,0.38340794883508456,0.4594630050725903,2006-01-01,0.75,0.9330127018922194
2006,2,0.17785950606304968,0.11012094207511136,0.20171964339723192,0.26974874371859303,0.3869599440265872,2006-02-01,0.9330127018922192,0.75
2006,3,0.18614956778632766,0.2754084447273498,0.2659830340040037,0.3684604842393788,0.5206401959069442,2006-03-01,1.0,0.5
2006,4,0.19896148135866576,0.5436028007638447,0.10927080782913023,0.2850616719963455,0.4520727654364176,2006-04-01,0.9330127018922194,0.2500000000000001
2006,5,0.2064979011071,0.6925525143220879,0.2460213443175434,0.4658017359524898,0.6481108973237713,2006-05-01,0.75,0.06698729810778065
2006,6,0.2095124690064738,0.8722681943560366,0.4954848559042528,0.6365280950205574,0.6678327794297707,2006-06-01,0.5000000000000001,0.0
2006,7,0.2140343208555344,0.9923615531508594,0.7874713752826465,0.8148012791228871,0.7662235438166869,2006-07-01,0.2500000000000001,0.06698729810778059
2006,8,0.21704888875490824,0.9284956503288776,0.8324571889447381,0.8534307903152123,0.8276631100227392,2006-08-01,0.06698729810778076,0.24999999999999975
2006,9,0.2095124690064738,0.7141947803946531,0.4626618466723318,0.6081315669255369,0.6562008046178063,2006-09-01,0.0,0.4999999999999999
2006,10,0.20122240728319607,0.4869509866327182,0.274739677098786,0.5125445408862495,0.6112908868287561,2006-10-01,0.0669872981077807,0.75
2006,11,0.19896148135866576,0.30638659028219817,0.17389425777368106,0.36825947921425306,0.4064631799895047,2006-11-01,0.24999999999999975,0.9330127018922192
2006,12,0.20122240728319607,0.14704010184595806,0.3390678783863581,0.4334764732754683,0.3751530523001572,2006-12-01,0.4999999999999999,1.0
2007,1,0.2058648418482316,0.036282622533418296,0.446977661918684,0.4699132023755139,0.4821584747245056,2007-01-01,0.75,0.9330127018922194
2007,2,0.21402678443578596,0.058773604922554575,0.3477957167341177,0.3619004111466424,0.3075913940878081,2007-02-01,0.9330127018922192,0.75
2007,3,0.2279917702296348,0.3823467006153194,0.2781530396209295,0.3963270899954317,0.4908168619905542,2007-03-01,1.0,0.5
2007,4,0.2380453541740461,0.4434542754084447,0.16063687295666318,0.3672910004568297,0.5248819310827355,2007-04-01,0.9330127018922194,0.2500000000000001
2007,5,0.24756385231631886,0.6936134097178017,0.2863623925222878,0.504486066697122,0.6945513381143953,2007-05-01,0.75,0.06698729810778065
2007,6,0.2506010294749377,0.8535964353914705,0.5038886408480117,0.6651621745089082,0.7090257127864263,2007-06-01,0.5000000000000001,0.0
2007,7,0.2502015992282707,0.9560789306174412,0.7172958103495455,0.7852352672453176,0.7722144481371345,2007-07-01,0.2500000000000001,0.06698729810778059
2007,8,0.2473226868843688,0.9548058561425844,0.8665260034853743,0.9049611694837828,0.9076875983907646,2007-08-01,0.06698729810778076,0.24999999999999975
2007,9,0.2516410554002217,0.7806068321663486,0.6084354701654833,0.7116857012334399,0.7027287038656636,2007-09-01,0.0,0.4999999999999999
2007,10,0.25500229860802337,0.5737322300021219,0.3942577736811026,0.6126998629511191,0.7669232114745492,2007-10-01,0.0669872981077807,0.75
2007,11,0.2643549955158302,0.3049013367281985,0.2395474774242794,0.4321973503883052,0.6017141857617632,2007-11-01,0.24999999999999975,0.9330127018922192
2007,12,0.2632923603313011,0.07596011033312111,0.3936888799274121,0.4560621288259479,0.5407993702991076,2007-12-01,0.4999999999999999,1.0
2008,1,0.2711603825486666,0.013367281985996128,0.5269900479599039,0.5136592051164917,0.5130750393563055,2008-01-01,0.75,0.9330127018922194
2008,2,0.2757802078544567,0.10736261404625512,0.3749009836821109,0.4284330744632252,0.442802168969739,2008-02-01,0.9330127018922192,0.75
2008,3,0.28960953809283363,0.25928283471249736,0.2995045583512164,0.4090269529465509,0.5308728354031835,2008-03-01,1.0,0.5
2008,4,0.29936920166705616,0.4404837683004457,0.17951838462978675,0.3752581087254454,0.5395312226692321,2008-04-01,0.9330127018922194,0.2500000000000001
2008,5,0.3130025849919737,0.6305962232123914,0.25378422364005604,0.4846413887619918,0.7261238411754416,2008-05-01,0.75,0.06698729810778065
2008,6,0.3294545893028058,0.8478676002546148,0.5441072688779112,0.7020922795797166,0.6938079412279166,2008-06-01,0.5000000000000001,0.0
2008,7,0.338113935593757,0.9429238277105878,0.7733570492417152,0.8610507080858838,0.7507871261150951,2008-07-01,0.2500000000000001,0.06698729810778059
