year,month,CPI,temperature,GDP,population,urbanization_rate,INDPRO,all sectors,commercial,industrial,residential,date
2022,9,296.808,68.04,87288.14678,333271411.0,82.664,103.5283,340544.0,124195.0,86550.0,129241.0,2022-09-01
2022,10,298.012,55.2,87288.14678,333271411.0,82.664,103.4114,297196.0,111851.0,85017.0,99792.0,2022-10-01
2022,11,297.711,40.96,87288.14678,333271411.0,82.664,103.0707,292258.0,106858.0,81701.0,103152.0,2022-11-01
2022,12,296.797,33.12,87288.14678,333271411.0,82.664,101.4848,327776.0,113929.0,81852.0,131402.0,2022-12-01
2023,1,299.17,35.13,89507.72678,336054000.0,82.664,102.5478,322084.0,110493.0,78965.0,132059.0,2023-01-01
2023,2,300.84,36.43,89507.72678,336054000.0,82.664,102.5671,290582.0,101434.0,76054.0,112543.0,2023-02-01
2023,3,301.836,40.62,89507.72678,336054000.0,82.664,102.6592,305856.0,110071.0,84426.0,110792.0,2023-03-01
2023,4,303.363,51.37,89507.72678,336054000.0,82.664,103.1512,280373.0,101556.0,81765.0,96542.0,2023-04-01
2023,5,304.127,62.4,89507.72678,336054000.0,82.664,102.92399999999999,297795.0,110404.0,86394.0,100479.0,2023-05-01
2023,6,305.10900000000004,69.01,89507.72678,336054000.0,82.664,102.3002,327872.0,117727.0,88009.0,121568.0,2023-06-01
2023,7,305.691,75.65,89507.72678,336054000.0,82.664,103.19,386432.0,133161.0,92565.0,160085.0,2023-07-01
2023,8,307.026,74.37,89507.72678,336054000.0,82.664,103.1141,391900.0,135067.0,94226.0,162031.0,2023-08-01
2023,9,307.789,67.75,89507.72678,336054000.0,82.664,103.2974,346129.0,123663.0,88495.0,133320.0,2023-09-01
2023,10,307.671,56.07,89507.72678,336054000.0,82.664,102.5502,307874.0,115379.0,88164.0,103767.0,2023-10-01
2023,11,307.051,44.29,89507.72678,336054000.0,82.664,102.9955,293487.0,107051.0,83460.0,102428.0,2023-11-01
2023,12,306.746,39.81,89507.72678,336054000.0,82.664,102.69200000000001,310959.0,108918.0,82427.0,119052.0,2023-12-01
